family	assembly_accession	support_fixed	support_mfp	gtdb_order	module_completeness	consensus_min	consensus_mean	stable_both
soxc	GCF_000807775.2	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_001465595.2	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_000815105.2	0.15	0.22	o__Burkholderiales	4	0.15	0.185	0.0
soxc	GCF_001465545.3	0.87	0.92	o__Burkholderiales	4	0.87	0.895	1.0
soxc	GCF_018687955.1	0.91	0.93	o__Burkholderiales	4	0.91	0.92	1.0
soxc	GCF_013307225.1	0.8	0.86	o__Burkholderiales	4	0.8	0.8300000000000001	1.0
soxc	GCF_001659725.1	0.9	0.82	o__Burkholderiales	4	0.82	0.86	1.0
soxc	GCF_000016345.1	0.05	0.06	o__Burkholderiales	4	0.05	0.055	0.0
soxc	GCF_000973625.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_018688255.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_013307245.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_018687595.1	0.04	0.03	o__Burkholderiales	4	0.03	0.035	0.0
soxc	GCF_003065365.1	0.01	0.01	o__Burkholderiales	4	0.01	0.01	0.0
soxc	GCF_003065385.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_016894385.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_001854325.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_022811525.1	0.81	0.94	o__Burkholderiales	4	0.81	0.875	1.0
soxc	GCF_013004065.1	0.01	0.0	o__Burkholderiales	4	0.0	0.005	0.0
soxc	GCF_036323495.1	0.01	0.0	o__Burkholderiales	4	0.0	0.005	0.0
soxc	GCF_004114915.1	0.01	0.0	o__Rhizobiales	4	0.0	0.005	0.0
soxc	GCF_027594865.1	0.89	0.94	o__Rhizobiales	4	0.89	0.915	1.0
soxc	GCF_002278135.3	0.01	0.0	o__Rhizobiales	4	0.0	0.005	0.0
soxc	GCF_008932115.1	0.82	0.83	o__Rhizobiales	4	0.82	0.825	1.0
soxc	GCF_015624505.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxc	GCF_041200145.1	0.01	0.0	o__Rhizobiales	4	0.0	0.005	0.0
soxc	GCF_001693515.2	0.45	0.49	o__Rhizobiales	4	0.45	0.47	0.0
soxc	GCF_030413175.1	0.79	0.81	o__Rhizobiales	4	0.79	0.8	1.0
soxc	GCF_023278185.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxc	GCF_011516645.4	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxc	GCF_018736085.1	0.43	0.52	o__Rhizobiales	4	0.43	0.475	0.0
soxc	GCF_018279705.1	0.77	0.85	o__Rhizobiales	4	0.77	0.81	1.0
soxc	GCF_000013885.1	0.76	0.74	o__Rhizobiales	4	0.74	0.75	1.0
soxc	GCF_000218565.1	0.01	0.02	o__Rhizobiales	4	0.01	0.015	0.0
soxc	GCF_032397745.1	0.03	0.01	o__Rhizobiales	4	0.01	0.02	0.0
soxc	GCF_002355335.1	0.02	0.03	o__Rhizobiales	4	0.02	0.025	0.0
soxc	GCF_002119765.1	0.04	0.02	o__Rhizobiales	4	0.02	0.03	0.0
soxc	GCF_003966715.1	0.84	0.77	o__Rhizobiales	4	0.77	0.8049999999999999	1.0
soxc	GCF_016807805.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxc	GCF_000092925.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxc	GCF_003008515.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxc	GCF_005144885.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxc	GCF_014495845.1	0.88	0.67	o__Rhizobiales	4	0.67	0.775	1.0
soxc	GCF_001889605.1	0.03	0.12	o__Rhizobiales	4	0.03	0.075	0.0
soxc	GCF_007922615.2	0.04	0.03	o__Rhizobiales	4	0.03	0.035	0.0
soxc	GCF_013358405.1	0.04	0.17	o__Rhizobiales	4	0.04	0.10500000000000001	0.0
soxc	GCF_000967425.1	0.14	0.47	o__Rhizobiales	4	0.14	0.305	0.0
soxc	GCF_000154705.2	0.04	0.4	o__Rhizobiales	4	0.04	0.22	0.0
soxc	GCF_026898155.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxc	GCF_900231165.1	0.88	0.89	o__Rhizobiales	4	0.88	0.885	1.0
soxc	GCF_040269895.1	0.79	0.85	o__Rhizobiales	4	0.79	0.8200000000000001	1.0
soxc	GCF_026191725.2	0.79	0.88	o__Rhizobiales	4	0.79	0.835	1.0
soxc	GCF_001999245.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxc	GCF_000158095.2	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxc	GCF_000192745.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxc	GCF_009789575.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxc	GCF_018282095.1	0.88	0.5	o__Rhizobiales	4	0.5	0.69	1.0
soxc	GCF_000143145.1	0.26	0.63	o__Rhizobiales	4	0.26	0.445	0.0
soxc	GCF_029958925.1	0.29	0.18	o__Rhodobacterales	4	0.18	0.235	0.0
soxc	GCF_039724765.1	0.18	0.18	o__Rhodobacterales	4	0.18	0.18	0.0
soxc	GCF_016806125.1	0.32	0.41	o__Rhodobacterales	4	0.32	0.365	0.0
soxc	GCF_001969385.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_001975705.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_040409955.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_040580765.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_034555965.2	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_025639885.1	0.17	0.25	o__Rhodobacterales	4	0.17	0.21000000000000002	0.0
soxc	GCF_009762325.1	0.21	0.15	o__Rhodobacterales	4	0.15	0.18	0.0
soxc	GCF_032842945.2	0.83	0.89	o__Rhodobacterales	4	0.83	0.86	1.0
soxc	GCF_008728195.1	0.55	0.5	o__Rhodobacterales	4	0.5	0.525	1.0
soxc	GCF_000511385.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_001888185.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_000511355.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_025857195.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_030285785.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_004006175.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_045277565.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_000011965.2	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_003008555.2	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_040790665.1	0.84	0.9	o__Rhodobacterales	4	0.84	0.87	1.0
soxc	GCF_022788655.1	0.86	0.92	o__Rhodobacterales	4	0.86	0.89	1.0
soxc	GCF_000154785.2	0.01	0.0	o__Rhodobacterales	4	0.0	0.005	0.0
soxc	GCF_012932215.1	0.79	0.9	o__Rhodobacterales	4	0.79	0.845	1.0
soxc	GCF_014337925.2	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_038443675.1	0.67	0.66	o__Rhodobacterales	4	0.66	0.665	1.0
soxc	GCF_001187845.1	0.13	0.08	o__Rhodobacterales	4	0.08	0.10500000000000001	0.0
soxc	GCF_044772865.1	0.14	0.18	o__Rhodobacterales	4	0.14	0.16	0.0
soxc	GCF_001308265.1	0.75	0.79	o__Rhodobacterales	4	0.75	0.77	1.0
soxc	GCF_003544895.1	0.51	0.75	o__Rhodobacterales	4	0.51	0.63	1.0
soxc	GCF_000590925.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_030407165.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxc	GCF_029853695.1	0.03	0.01	o__Rhodobacterales	4	0.01	0.02	0.0
soxc	GCF_002504165.1	0.45	0.43	o__Rhodobacterales	4	0.43	0.44	0.0
soxc	GCF_001633165.1	0.05	0.88	o__Rhodobacterales	4	0.05	0.465	0.0
soxc	GCF_029953595.1	0.01	0.02	o__Rhodobacterales	4	0.01	0.015	0.0
soxc	GCF_005234135.1	0.83	0.03	o__Rhodobacterales	4	0.03	0.43	0.0
soxc	GCF_028553805.1	0.0	0.89	o__Rhodobacterales	4	0.0	0.445	0.0
soxc	GCF_002865605.1	0.82	0.82	o__Rhodobacterales	4	0.82	0.82	1.0
soxc	GCF_003324675.1	0.0	0.02	o__Rhodobacterales	4	0.0	0.01	0.0
soxc	GCF_002085925.2	0.02	0.0	o__Rhodobacterales	4	0.0	0.01	0.0
soxc	GCF_001940525.2	0.01	0.0	o__Rhodobacterales	4	0.0	0.005	0.0
soxc	GCF_001620265.1	0.0	0.17	o__Rhodobacterales	4	0.0	0.085	0.0
soxc	GCF_026409565.1	0.38	0.87	o__Sneathiellales	4	0.38	0.625	0.0
soxc	GCF_000202835.1	0.23	0.51	o__Acetobacterales	4	0.23	0.37	0.0
soxc	GCF_019203965.1	0.24	0.49	o__Acetobacterales	4	0.24	0.365	0.0
soxc	GCF_003403095.1	0.46	0.69	o__Rhodospirillales	4	0.46	0.575	0.0
soxc	GCF_001305595.1	0.81	0.86	o__Azospirillales	4	0.81	0.835	1.0
soxc	GCF_016653635.2	0.9	0.78	o__Azospirillales	4	0.78	0.8400000000000001	1.0
soxc	GCF_016806835.2	0.91	0.9	o__Azospirillales	4	0.9	0.905	1.0
soxc	GCF_003568845.1	0.49	0.83	o__Azospirillales	4	0.49	0.6599999999999999	0.0
soxc	GCF_024662015.1	0.44	0.67	o__Thalassobaculales	4	0.44	0.555	0.0
soxc	GCF_001723605.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_000987835.1	0.34	0.91	o__Campylobacterales	4	0.34	0.625	0.0
soxc	GCF_014931715.1	0.91	0.94	o__Campylobacterales	4	0.91	0.925	1.0
soxc	GCF_000186245.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_017357825.1	0.03	0.08	o__Campylobacterales	4	0.03	0.055	0.0
soxc	GCF_000242915.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_047716755.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_015265455.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_015265475.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_014905115.1	0.07	0.07	o__Campylobacterales	4	0.07	0.07	0.0
soxc	GCF_000147355.1	0.05	0.06	o__Campylobacterales	4	0.05	0.055	0.0
soxc	GCF_014905135.1	0.02	0.0	o__Campylobacterales	4	0.0	0.01	0.0
soxc	GCF_014905095.1	0.07	0.02	o__Campylobacterales	4	0.02	0.045000000000000005	0.0
soxc	GCF_000012965.1	0.32	0.65	o__Campylobacterales	4	0.32	0.485	0.0
soxc	GCF_039645965.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_039645565.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_039645585.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_021044585.1	0.12	0.23	o__Campylobacterales	4	0.12	0.175	0.0
soxc	GCF_039645995.1	0.5	0.37	o__Campylobacterales	4	0.37	0.435	0.0
soxc	GCF_013201665.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_003544815.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_013177675.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_013177635.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_013201935.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_003544915.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_013201725.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_003660105.1	0.01	0.0	o__Campylobacterales	4	0.0	0.005	0.0
soxc	GCF_003355515.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_004214815.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_004299785.2	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_003544835.1	0.01	0.0	o__Campylobacterales	4	0.0	0.005	0.0
soxc	GCF_013201625.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_013372265.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_013201705.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_004214795.1	0.0	0.01	o__Campylobacterales	4	0.0	0.005	0.0
soxc	GCF_001956695.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_013283835.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_024267655.1	0.66	0.01	o__Campylobacterales	4	0.01	0.335	0.0
soxc	GCF_003346815.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_006459125.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_013201825.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_042214795.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_000092245.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_003544855.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_003544935.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxc	GCF_000022145.1	0.84	0.82	o__Myxococcales	4	0.82	0.83	1.0
soxc	GCF_027923555.1	0.77	0.34	o__Vulcanimicrobiales	4	0.34	0.555	0.0
soxc	GCF_000024425.1	0.0	0.0	o__Deinococcales	4	0.0	0.0	0.0
soxc	GCF_004684245.1	0.0	0.0	o__Deinococcales	4	0.0	0.0	0.0
soxc	GCF_000091545.1	0.0	0.0	o__Deinococcales	4	0.0	0.0	0.0
soxx	GCF_002795845.1	0.13	0.01	o__Pseudomonadales	4	0.01	0.07	0.0
soxx	GCF_024347195.1	0.0	0.0	o__Pseudomonadales	3	0.0	0.0	0.0
soxx	GCF_024347215.1	0.0	0.0	o__Pseudomonadales	4	0.0	0.0	0.0
soxx	GCF_008630635.1	0.0	0.0	o__Pseudomonadales	4	0.0	0.0	0.0
soxx	GCF_001854125.1	0.0	0.0	o__Pseudomonadales	4	0.0	0.0	0.0
soxx	GCF_017301335.1	0.0	0.0	o__Pseudomonadales	4	0.0	0.0	0.0
soxx	GCF_009650135.1	0.09	0.24	o__Pseudomonadales	4	0.09	0.16499999999999998	0.0
soxx	GCF_033723955.1	0.87	0.8	o__Pseudomonadales	4	0.8	0.835	1.0
soxx	GCF_009910365.1	0.0	0.0	o__Pseudomonadales	4	0.0	0.0	0.0
soxx	GCF_000153125.2	0.33	0.31	o__Pseudomonadales	4	0.31	0.32	0.0
soxx	GCF_045689245.1	0.28	0.32	o__Pseudomonadales	4	0.28	0.30000000000000004	0.0
soxx	GCF_045689235.1	0.26	0.3	o__Pseudomonadales	4	0.26	0.28	0.0
soxx	GCF_000968535.2	0.06	0.52	o__Methylococcales	4	0.06	0.29000000000000004	0.0
soxx	GCF_000828615.1	0.9	0.79	o__Chromatiales	3	0.79	0.845	1.0
soxx	GCF_009497875.2	0.94	0.92	o__Chromatiales	3	0.92	0.9299999999999999	1.0
soxx	GCF_000227745.2	0.01	0.0	o__Chromatiales	3	0.0	0.005	0.0
soxx	GCF_000025485.1	0.01	0.0	o__Chromatiales	3	0.0	0.005	0.0
soxx	GCF_011290485.1	0.73	0.86	o__Chromatiales	3	0.73	0.7949999999999999	1.0
soxx	GCF_000224005.2	0.34	0.0	o__Chromatiales	3	0.0	0.17	0.0
soxx	GCF_033954455.1	0.19	0.0	o__Chromatiales	3	0.0	0.095	0.0
soxx	GCF_013343005.1	0.78	0.48	o__GCF-013343005	3	0.48	0.63	0.0
soxx	GCF_034479635.1	0.0	0.0	o__Halothiobacillales	4	0.0	0.0	0.0
soxx	GCF_000024765.1	0.0	0.0	o__Halothiobacillales	4	0.0	0.0	0.0
soxx	GCF_001663815.1	0.0	0.0	o__Halothiobacillales	4	0.0	0.0	0.0
soxx	GCF_002215215.1	0.78	0.87	o__Granulosicoccales	4	0.78	0.825	1.0
soxx	GCF_000227685.2	0.0	0.0	o__Ectothiorhodospirales	3	0.0	0.0	0.0
soxx	GCF_000321415.2	0.0	0.0	o__Ectothiorhodospirales	3	0.0	0.0	0.0
soxx	GCF_047222355.1	0.01	0.0	o__Ectothiorhodospirales	3	0.0	0.005	0.0
soxx	GCF_001753165.1	0.14	0.31	o__DSM-5130	3	0.14	0.225	0.0
soxx	GCF_050749815.1	0.9	0.84	o__Xanthomonadales	4	0.84	0.87	1.0
soxx	GCF_004786015.1	0.81	0.25	o__Thiomicrospirales	3	0.25	0.53	0.0
soxx	GCF_002355735.1	0.0	0.0	o__Acidiferrobacterales	3	0.0	0.0	0.0
soxx	GCF_002355415.1	0.0	0.0	o__Acidiferrobacterales	3	0.0	0.0	0.0
soxx	GCF_035621355.1	0.92	0.84	o__Burkholderiales	3	0.84	0.88	1.0
soxx	GCF_003967275.1	0.02	0.01	o__Burkholderiales	3	0.01	0.015	0.0
soxx	GCF_009938015.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_009937995.1	0.0	0.0	o__Burkholderiales	3	0.0	0.0	0.0
soxx	GCF_000297055.2	0.07	0.35	o__Burkholderiales	3	0.07	0.21	0.0
soxx	GCF_000025705.1	0.69	0.43	o__Burkholderiales	3	0.43	0.5599999999999999	0.0
soxx	GCF_003966565.1	0.0	0.0	o__Burkholderiales	3	0.0	0.0	0.0
soxx	GCF_004323595.1	0.0	0.0	o__Burkholderiales	3	0.0	0.0	0.0
soxx	GCF_002872475.1	0.15	0.14	o__Burkholderiales	4	0.14	0.14500000000000002	0.0
soxx	GCF_003574215.1	0.14	0.07	o__Burkholderiales	4	0.07	0.10500000000000001	0.0
soxx	GCF_010983895.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_017309585.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_020510565.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_020510525.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_008274805.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_045016065.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_015689335.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_900130075.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_007954405.1	0.51	0.4	o__Burkholderiales	4	0.4	0.455	0.0
soxx	GCF_003008575.1	0.14	0.2	o__Burkholderiales	4	0.14	0.17	0.0
soxx	GCF_033100095.1	0.22	0.33	o__Burkholderiales	4	0.22	0.275	0.0
soxx	GCF_014395975.1	0.01	0.0	o__Burkholderiales	4	0.0	0.005	0.0
soxx	GCF_014489595.1	0.01	0.0	o__Burkholderiales	4	0.0	0.005	0.0
soxx	GCF_017498525.1	0.12	0.0	o__Burkholderiales	4	0.0	0.06	0.0
soxx	GCF_000215705.1	0.02	0.0	o__Burkholderiales	4	0.0	0.01	0.0
soxx	GCF_019973615.1	0.62	0.05	o__Burkholderiales	4	0.05	0.335	0.0
soxx	GCF_006970865.1	0.27	0.19	o__Burkholderiales	3	0.19	0.23	0.0
soxx	GCF_001761385.1	0.78	0.71	o__Burkholderiales	4	0.71	0.745	1.0
soxx	GCF_011388215.1	0.08	0.04	o__Burkholderiales	4	0.04	0.06	0.0
soxx	GCF_020162115.1	0.05	0.02	o__Burkholderiales	4	0.02	0.035	0.0
soxx	GCF_002222655.1	0.06	0.03	o__Burkholderiales	4	0.03	0.045	0.0
soxx	GCF_021049305.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_030254645.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_023734135.1	0.02	0.0	o__Burkholderiales	4	0.0	0.01	0.0
soxx	GCF_000015725.1	0.01	0.01	o__Burkholderiales	4	0.01	0.01	0.0
soxx	GCF_026013905.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_001017435.1	0.0	0.0	o__Burkholderiales	3	0.0	0.0	0.0
soxx	GCF_000253115.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_002028405.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_047549485.1	0.22	0.22	o__Burkholderiales	4	0.22	0.22	0.0
soxx	GCF_000972785.3	0.03	0.21	o__Burkholderiales	4	0.03	0.12	0.0
soxx	GCF_000934605.2	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_001029105.3	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_000807775.2	0.07	0.0	o__Burkholderiales	4	0.0	0.035	0.0
soxx	GCF_001465595.2	0.08	0.0	o__Burkholderiales	4	0.0	0.04	0.0
soxx	GCF_000815105.2	0.9	0.01	o__Burkholderiales	4	0.01	0.455	0.0
soxx	GCF_001465545.3	0.91	0.89	o__Burkholderiales	4	0.89	0.9	1.0
soxx	GCF_900096765.1	0.0	0.0	o__Burkholderiales	3	0.0	0.0	0.0
soxx	GCF_013307245.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_003065365.1	0.09	0.06	o__Burkholderiales	4	0.06	0.075	0.0
soxx	GCF_003065385.1	0.64	0.79	o__Burkholderiales	4	0.64	0.7150000000000001	1.0
soxx	GCF_001598055.1	0.07	0.05	o__Burkholderiales	4	0.05	0.060000000000000005	0.0
soxx	GCF_000069785.1	0.07	0.06	o__Burkholderiales	4	0.06	0.065	0.0
soxx	GCF_000219215.1	0.0	0.02	o__Burkholderiales	4	0.0	0.01	0.0
soxx	GCF_016894385.1	0.02	0.0	o__Burkholderiales	4	0.0	0.01	0.0
soxx	GCF_008801925.2	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_001854325.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_964332355.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_018243235.1	0.0	0.0	o__Burkholderiales	3	0.0	0.0	0.0
soxx	GCF_024925465.1	0.0	0.0	o__Burkholderiales	3	0.0	0.0	0.0
soxx	GCF_022811525.1	0.87	0.74	o__Burkholderiales	4	0.74	0.8049999999999999	1.0
soxx	GCF_000219915.2	0.57	0.66	o__Burkholderiales	4	0.57	0.615	1.0
soxx	GCF_013004065.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_036323495.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxx	GCF_003721225.2	0.01	0.0	o__Acidithiobacillales	3	0.0	0.005	0.0
soxx	GCF_048300925.1	0.01	0.0	o__Acidithiobacillales	3	0.0	0.005	0.0
soxx	GCF_018736085.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxx	GCF_000013885.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxx	GCF_029030725.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxx	GCF_000218565.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxx	GCF_003966715.1	0.14	0.77	o__Rhizobiales	4	0.14	0.455	0.0
soxx	GCF_016807805.1	0.01	0.11	o__Rhizobiales	4	0.01	0.06	0.0
soxx	GCF_014495845.1	0.36	0.0	o__Rhizobiales	4	0.0	0.18	0.0
soxx	GCF_001889605.1	0.44	0.0	o__Rhizobiales	4	0.0	0.22	0.0
soxx	GCF_007922615.2	0.07	0.8	o__Rhizobiales	4	0.07	0.43500000000000005	0.0
soxx	GCF_013358405.1	0.0	0.01	o__Rhizobiales	4	0.0	0.005	0.0
soxx	GCF_000967425.1	0.91	0.87	o__Rhizobiales	4	0.87	0.89	1.0
soxx	GCF_014126615.1	0.95	0.9	o__Rhizobiales	3	0.9	0.925	1.0
soxx	GCF_000154705.2	0.0	0.15	o__Rhizobiales	4	0.0	0.075	0.0
soxx	GCF_026898155.1	0.76	0.86	o__Rhizobiales	4	0.76	0.81	1.0
soxx	GCF_001953055.1	0.9	0.7	o__Rhizobiales	3	0.7	0.8	1.0
soxx	GCF_900231165.1	0.88	0.94	o__Rhizobiales	4	0.88	0.9099999999999999	1.0
soxx	GCF_040269895.1	0.88	0.81	o__Rhizobiales	4	0.81	0.845	1.0
soxx	GCF_026191725.2	0.26	0.92	o__Rhizobiales	4	0.26	0.5900000000000001	0.0
soxx	GCF_001999245.1	0.01	0.0	o__Rhizobiales	4	0.0	0.005	0.0
soxx	GCF_000158095.2	0.01	0.0	o__Rhizobiales	4	0.0	0.005	0.0
soxx	GCF_000192745.1	0.85	0.9	o__Rhizobiales	4	0.85	0.875	1.0
soxx	GCF_009789575.1	0.12	0.85	o__Rhizobiales	4	0.12	0.485	0.0
soxx	GCF_018282095.1	0.12	0.63	o__Rhizobiales	4	0.12	0.375	0.0
soxx	GCF_000143145.1	0.74	0.1	o__Rhizobiales	4	0.1	0.42	0.0
soxx	GCF_029958925.1	0.14	0.07	o__Rhodobacterales	4	0.07	0.10500000000000001	0.0
soxx	GCF_039724765.1	0.88	0.91	o__Rhodobacterales	4	0.88	0.895	1.0
soxx	GCF_016806125.1	0.91	0.89	o__Rhodobacterales	4	0.89	0.9	1.0
soxx	GCF_001969385.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxx	GCF_001975705.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxx	GCF_040409955.1	0.06	0.06	o__Rhodobacterales	4	0.06	0.06	0.0
soxx	GCF_040580765.1	0.0	0.02	o__Rhodobacterales	4	0.0	0.01	0.0
soxx	GCF_034555965.2	0.0	0.01	o__Rhodobacterales	4	0.0	0.005	0.0
soxx	GCF_025639885.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxx	GCF_009762325.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxx	GCF_032842945.2	0.85	0.85	o__Rhodobacterales	4	0.85	0.85	1.0
soxx	GCF_008728195.1	0.87	0.88	o__Rhodobacterales	4	0.87	0.875	1.0
soxx	GCF_000511385.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxx	GCF_001888185.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxx	GCF_000511355.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
