family	donor_node	recipient_node	donor_is_terminal	recipient_is_terminal	sample_support_count	sample_support	recipient_class	recipient_order	donor_class	donor_order
soxx	node_179	node_114	False	False	10	0.1				
soxx	node_2	node_146	False	False	1	0.01				
soxx	node_60	node_51	False	False	11	0.11				
soxx	GCF_001620265.1	GCF_002865605.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_000297055.2	node_14	True	False	70	0.7			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_13	node_31	False	False	35	0.35				
soxx	GCF_000154705.2	GCF_001953055.1	True	True	16	0.16	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_029853695.1	node_174	True	False	4	0.04			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_140	GCF_029958925.1	False	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	GCF_003966715.1	node_34	True	False	17	0.17			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_113	GCF_002215215.1	False	True	4	0.04	c__Gammaproteobacteria	o__Granulosicoccales		
soxx	GCF_047715485.1	GCF_029853695.1	True	True	51	0.51	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_217	node_218	False	False	1	0.01				
soxx	GCF_047715485.1	GCF_032842945.2	True	True	56	0.56	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_238	node_17	False	False	4	0.04				
soxx	node_113	GCF_024662015.1	False	True	2	0.02	c__Alphaproteobacteria	o__Thalassobaculales		
soxx	node_153	GCF_012932215.1	False	True	43	0.43	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_39	node_60	False	False	3	0.03				
soxx	node_218	node_216	False	False	25	0.25				
soxx	node_237	node_189	False	False	29	0.29				
soxx	GCF_047715485.1	GCF_044772865.1	True	True	68	0.68	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_003966715.1	node_48	True	False	36	0.36			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_153	node_113	False	False	1	0.01				
soxx	node_147	node_137	False	False	37	0.37				
soxx	GCF_003065365.1	node_87	True	False	7	0.07			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_136	node_131	False	False	9	0.09				
soxx	node_164	node_159	False	False	40	0.4				
soxx	GCF_047715485.1	GCF_026191725.2	True	True	54	0.54	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_66	GCF_007954405.1	False	True	16	0.16	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_72	node_73	False	False	5	0.05				
soxx	node_212	GCF_013201665.1	False	True	9	0.09	c__Campylobacteria	o__Campylobacterales		
soxx	GCF_011290485.1	GCF_000297055.2	True	True	5	0.05	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Chromatiales
soxx	node_60	GCF_050749815.1	False	True	6	0.06	c__Gammaproteobacteria	o__Xanthomonadales		
soxx	node_81	GCF_047549485.1	False	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales		
soxx	GCF_000202835.1	node_1	True	False	14	0.14			c__Alphaproteobacteria	o__Acetobacterales
soxx	node_217	GCF_003544815.1	False	True	5	0.05	c__Campylobacteria	o__Campylobacterales		
soxx	GCF_001633165.1	node_164	True	False	37	0.37			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_003065365.1	GCF_022811525.1	True	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_000297055.2	node_22	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_81	GCF_000219915.2	False	True	18	0.18	c__Gammaproteobacteria	o__Burkholderiales		
soxx	GCF_000192745.1	node_107	True	False	4	0.04			c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_047715485.1	node_149	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_001305595.1	GCF_003065365.1	True	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales	c__Alphaproteobacteria	o__Azospirillales
soxx	node_231	node_237	False	False	11	0.11				
soxx	GCF_013343005.1	GCF_009650135.1	True	True	9	0.09	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__GCF-013343005
soxx	node_191	node_198	False	False	1	0.01				
soxx	node_23	node_238	False	False	2	0.02				
soxx	GCF_000972785.3	node_85	True	False	39	0.39			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_231	node_104	False	False	4	0.04				
soxx	node_60	GCF_001305595.1	False	True	3	0.03	c__Alphaproteobacteria	o__Azospirillales		
soxx	node_23	node_101	False	False	5	0.05				
soxx	GCF_009789575.1	node_175	True	False	33	0.33			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_117	GCF_003403095.1	False	True	51	0.51	c__Alphaproteobacteria	o__Rhodospirillales		
soxx	GCF_002795845.1	node_31	True	False	54	0.54			c__Gammaproteobacteria	o__Pseudomonadales
soxx	node_131	node_168	False	False	14	0.14				
soxx	GCF_047715485.1	node_128	True	False	51	0.51			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_118	GCF_007922615.2	False	True	18	0.18	c__Alphaproteobacteria	o__Rhizobiales		
soxx	GCF_001889605.1	node_113	True	False	6	0.06			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_37	node_21	False	False	3	0.03				
soxx	node_22	node_43	False	False	2	0.02				
soxx	GCF_047715485.1	GCF_009789575.1	True	True	30	0.3	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_007922615.2	GCF_001953055.1	True	True	34	0.34	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	node_54	node_231	False	False	6	0.06				
soxx	node_24	node_5	False	False	1	0.01				
soxx	node_4	node_22	False	False	7	0.07				
soxx	GCF_000022145.1	node_104	True	False	17	0.17			c__Myxococcia	o__Myxococcales
soxx	GCF_050749815.1	GCF_001305595.1	True	True	5	0.05	c__Alphaproteobacteria	o__Azospirillales	c__Gammaproteobacteria	o__Xanthomonadales
soxx	GCF_018282095.1	GCF_024662015.1	True	True	26	0.26	c__Alphaproteobacteria	o__Thalassobaculales	c__Alphaproteobacteria	o__Rhizobiales
soxx	node_37	node_9	False	False	35	0.35				
soxx	node_33	node_108	False	False	17	0.17				
soxx	node_216	node_218	False	False	26	0.26				
soxx	GCF_019973615.1	node_65	True	False	6	0.06			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_34	GCF_003966715.1	False	True	18	0.18	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_196	node_184	False	False	9	0.09				
soxx	GCF_004786015.1	node_12	True	False	31	0.31			c__Gammaproteobacteria	o__Thiomicrospirales
soxx	GCF_001305595.1	node_52	True	False	1	0.01			c__Alphaproteobacteria	o__Azospirillales
soxx	node_148	node_138	False	False	1	0.01				
soxx	node_135	node_232	False	False	3	0.03				
soxx	GCF_040790665.1	node_161	True	False	6	0.06			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_003574215.1	node_51	True	False	5	0.05			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_122	GCF_029853695.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_155	node_128	False	False	5	0.05				
soxx	GCF_024267655.1	GCF_013283835.1	True	True	26	0.26	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	node_164	node_132	False	False	3	0.03				
soxx	node_232	node_2	False	False	1	0.01				
soxx	node_161	GCF_000011965.2	False	True	5	0.05	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	GCF_000219915.2	node_81	True	False	10	0.1			c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_001761385.1	GCF_019973615.1	True	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_018282095.1	GCF_032842945.2	True	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_039645965.1	GCF_014905095.1	True	True	24	0.24	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_008824185.1	node_165	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_52	node_58	False	False	2	0.02				
soxx	GCF_019203965.1	node_180	True	False	4	0.04			c__Alphaproteobacteria	o__Acetobacterales
soxx	node_54	GCF_000022145.1	False	True	18	0.18	c__Myxococcia	o__Myxococcales		
soxx	node_33	node_135	False	False	5	0.05				
soxx	node_59	GCF_000219915.2	False	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_14	GCF_000297055.2	False	True	16	0.16	c__Gammaproteobacteria	o__Burkholderiales		
soxx	GCF_001305595.1	node_99	True	False	2	0.02			c__Alphaproteobacteria	o__Azospirillales
soxx	node_43	GCF_011290485.1	False	True	15	0.15	c__Gammaproteobacteria	o__Chromatiales		
soxx	GCF_033100095.1	GCF_003008575.1	True	True	20	0.2	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	node_34	GCF_000192745.1	False	True	23	0.23	c__Alphaproteobacteria	o__Rhizobiales		
soxx	GCF_018282095.1	node_114	True	False	11	0.11			c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_039724765.1	GCF_040409955.1	True	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_018282095.1	GCF_012932215.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_020162115.1	GCF_011388215.1	True	True	4	0.04	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	node_135	GCF_000202835.1	False	True	21	0.21	c__Alphaproteobacteria	o__Acetobacterales		
soxx	GCF_026191725.2	node_120	True	False	2	0.02			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_6	GCF_000828615.1	False	True	37	0.37	c__Gammaproteobacteria	o__Chromatiales		
soxx	node_194	GCF_017357825.1	False	True	9	0.09	c__Campylobacteria	o__Campylobacterales		
soxx	node_99	node_87	False	False	1	0.01				
soxx	GCF_014495845.1	node_119	True	False	13	0.13			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_196	node_190	False	False	7	0.07				
soxx	node_43	node_14	False	False	7	0.07				
soxx	GCF_001969385.1	node_138	True	False	10	0.1			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_032842945.2	GCF_047715485.1	True	True	11	0.11	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_000154705.2	GCF_007922615.2	True	True	18	0.18	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	node_232	node_237	False	False	3	0.03				
soxx	node_43	node_4	False	False	5	0.05				
soxx	node_61	node_69	False	False	4	0.04				
soxx	GCF_009789575.1	node_174	True	False	3	0.03			c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_039724765.1	node_141	True	False	5	0.05			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_234	node_34	False	False	22	0.22				
soxx	node_168	node_145	False	False	8	0.08				
soxx	node_77	GCF_047549485.1	False	True	14	0.14	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_174	GCF_009789575.1	False	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_118	GCF_001953055.1	False	True	14	0.14	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_202	node_198	False	False	7	0.07				
soxx	GCF_047715485.1	node_174	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_96	node_95	False	False	2	0.02				
soxx	node_49	GCF_000192745.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_51	node_104	False	False	2	0.02				
soxx	node_52	node_60	False	False	27	0.27				
soxx	node_177	GCF_027923555.1	False	True	24	0.24	c__Vulcanimicrobiia	o__Vulcanimicrobiales		
soxx	node_51	GCF_000022145.1	False	True	3	0.03	c__Myxococcia	o__Myxococcales		
soxx	node_157	node_142	False	False	13	0.13				
soxx	GCF_027923555.1	GCF_016653635.2	True	True	36	0.36	c__Alphaproteobacteria	o__Azospirillales	c__Vulcanimicrobiia	o__Vulcanimicrobiales
soxx	GCF_047715485.1	node_159	True	False	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_51	node_39	False	False	2	0.02				
soxx	GCF_003544815.1	node_211	True	False	16	0.16			c__Campylobacteria	o__Campylobacterales
soxx	GCF_033723955.1	GCF_000219915.2	True	True	34	0.34	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Pseudomonadales
soxx	node_134	GCF_000202835.1	False	True	4	0.04	c__Alphaproteobacteria	o__Acetobacterales		
soxx	GCF_000224005.2	node_44	True	False	19	0.19			c__Gammaproteobacteria	o__Chromatiales
soxx	GCF_013283835.1	GCF_024267655.1	True	True	24	0.24	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	node_77	node_100	False	False	5	0.05				
soxx	node_49	node_34	False	False	1	0.01				
soxx	node_78	node_81	False	False	13	0.13				
soxx	node_51	node_54	False	False	1	0.01				
soxx	node_12	node_133	False	False	1	0.01				
soxx	GCF_047715485.1	node_163	True	False	7	0.07			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_145	GCF_001308265.1	False	True	20	0.2	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_51	GCF_050749815.1	False	True	4	0.04	c__Gammaproteobacteria	o__Xanthomonadales		
soxx	node_153	node_111	False	False	3	0.03				
soxx	node_133	GCF_001753165.1	False	True	1	0.01	c__Gammaproteobacteria	o__DSM-5130		
soxx	GCF_003544815.1	GCF_013177675.1	True	True	29	0.29	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	node_49	GCF_003966715.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_86	node_77	False	False	1	0.01				
soxx	node_77	node_78	False	False	1	0.01				
soxx	node_52	GCF_022811525.1	False	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales		
soxx	GCF_047715485.1	node_153	True	False	9	0.09			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_133	node_108	False	False	1	0.01				
soxx	node_234	node_49	False	False	1	0.01				
soxx	node_215	GCF_004214795.1	False	True	12	0.12	c__Campylobacteria	o__Campylobacterales		
soxx	node_44	GCF_011290485.1	False	True	20	0.2	c__Gammaproteobacteria	o__Chromatiales		
soxx	GCF_001953055.1	node_116	True	False	5	0.05			c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_040580765.1	node_168	True	False	10	0.1			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_230	node_215	False	False	10	0.1				
soxx	node_132	node_164	False	False	5	0.05				
soxx	GCF_024662015.1	node_153	True	False	8	0.08			c__Alphaproteobacteria	o__Thalassobaculales
soxx	GCF_047715485.1	GCF_024662015.1	True	True	5	0.05	c__Alphaproteobacteria	o__Thalassobaculales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_000224005.2	node_14	True	False	3	0.03			c__Gammaproteobacteria	o__Chromatiales
soxx	node_6	node_17	False	False	2	0.02				
soxx	node_54	node_3	False	False	6	0.06				
soxx	node_136	node_167	False	False	2	0.02				
soxx	GCF_014126615.1	GCF_029953595.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_001620265.1	GCF_014126615.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_047715485.1	node_175	True	False	19	0.19			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_14	node_43	False	False	5	0.05				
soxx	node_29	node_108	False	False	22	0.22				
soxx	node_100	node_77	False	False	5	0.05				
soxx	node_90	node_98	False	False	3	0.03				
soxx	node_232	GCF_000183725.1	False	True	1	0.01	c__Campylobacteria	o__Campylobacterales		
soxx	node_29	GCF_000202835.1	False	True	6	0.06	c__Alphaproteobacteria	o__Acetobacterales		
soxx	node_5	GCF_000022145.1	False	True	5	0.05	c__Myxococcia	o__Myxococcales		
soxx	GCF_003544815.1	node_214	True	False	2	0.02			c__Campylobacteria	o__Campylobacterales
soxx	node_67	GCF_007954405.1	False	True	16	0.16	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_167	node_133	False	False	2	0.02				
soxx	node_147	GCF_029958925.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_5	node_56	False	False	1	0.01				
soxx	node_51	node_52	False	False	2	0.02				
soxx	GCF_024662015.1	node_114	True	False	27	0.27			c__Alphaproteobacteria	o__Thalassobaculales
soxx	node_58	node_51	False	False	1	0.01				
soxx	GCF_001633165.1	node_132	True	False	8	0.08			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_168	GCF_005234135.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	GCF_000183725.1	node_192	True	False	3	0.03			c__Campylobacteria	o__Campylobacterales
soxx	GCF_001620265.1	node_171	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_029958925.1	node_140	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_14	node_28	False	False	1	0.01				
soxx	node_1	node_134	False	False	6	0.06				
soxx	GCF_029953595.1	GCF_008824185.1	True	True	7	0.07	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_040269895.1	GCF_001305595.1	True	True	44	0.44	c__Alphaproteobacteria	o__Azospirillales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_047715485.1	node_126	True	False	4	0.04			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_022811525.1	node_87	True	False	5	0.05			c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_000968535.2	node_4	True	False	23	0.23			c__Gammaproteobacteria	o__Methylococcales
soxx	node_56	node_90	False	False	1	0.01				
soxx	node_43	GCF_000968535.2	False	True	3	0.03	c__Gammaproteobacteria	o__Methylococcales		
soxx	node_99	GCF_040269895.1	False	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales		
soxx	GCF_000219915.2	node_78	True	False	4	0.04			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_37	GCF_013343005.1	False	True	9	0.09	c__Gammaproteobacteria	o__GCF-013343005		
soxx	GCF_000186245.1	node_206	True	False	3	0.03			c__Campylobacteria	o__Campylobacterales
soxx	GCF_000022145.1	node_5	True	False	2	0.02			c__Myxococcia	o__Myxococcales
soxx	node_232	node_189	False	False	25	0.25				
soxx	node_234	GCF_003966715.1	False	True	9	0.09	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_230	node_209	False	False	3	0.03				
soxx	node_216	node_217	False	False	1	0.01				
soxx	GCF_000186245.1	node_232	True	False	1	0.01			c__Campylobacteria	o__Campylobacterales
soxx	GCF_024662015.1	node_158	True	False	1	0.01			c__Alphaproteobacteria	o__Thalassobaculales
soxx	node_99	GCF_001305595.1	False	True	5	0.05	c__Alphaproteobacteria	o__Azospirillales		
soxx	node_18	node_238	False	False	42	0.42				
soxx	GCF_007922615.2	node_111	True	False	2	0.02			c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_045689235.1	GCF_045689245.1	True	True	32	0.32	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Pseudomonadales
soxx	GCF_003544815.1	node_213	True	False	1	0.01			c__Campylobacteria	o__Campylobacterales
soxx	node_5	node_40	False	False	3	0.03				
soxx	GCF_000186245.1	GCF_001723605.1	True	True	1	0.01	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_024662015.1	node_113	True	False	3	0.03			c__Alphaproteobacteria	o__Thalassobaculales
soxx	node_209	node_215	False	False	1	0.01				
soxx	node_6	node_18	False	False	9	0.09				
soxx	node_54	node_104	False	False	35	0.35				
soxx	GCF_014905095.1	node_191	True	False	4	0.04			c__Campylobacteria	o__Campylobacterales
soxx	GCF_001753165.1	GCF_000186245.1	True	True	1	0.01	c__Campylobacteria	o__Campylobacterales	c__Gammaproteobacteria	o__DSM-5130
soxx	node_104	GCF_000022145.1	False	True	19	0.19	c__Myxococcia	o__Myxococcales		
soxx	node_4	GCF_000968535.2	False	True	19	0.19	c__Gammaproteobacteria	o__Methylococcales		
soxx	node_59	node_51	False	False	1	0.01				
soxx	GCF_000186245.1	GCF_000202835.1	True	True	1	0.01	c__Alphaproteobacteria	o__Acetobacterales	c__Campylobacteria	o__Campylobacterales
soxx	node_133	GCF_001308265.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	GCF_011290485.1	node_43	True	False	14	0.14			c__Gammaproteobacteria	o__Chromatiales
soxx	GCF_002215215.1	GCF_026898155.1	True	True	34	0.34	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Granulosicoccales
soxx	GCF_003966715.1	GCF_000192745.1	True	True	12	0.12	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_019203965.1	GCF_027923555.1	True	True	11	0.11	c__Vulcanimicrobiia	o__Vulcanimicrobiales	c__Alphaproteobacteria	o__Acetobacterales
soxx	GCF_002504165.1	GCF_000018145.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_001889605.1	GCF_002215215.1	True	True	36	0.36	c__Gammaproteobacteria	o__Granulosicoccales	c__Alphaproteobacteria	o__Rhizobiales
soxx	node_43	GCF_000297055.2	False	True	4	0.04	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_232	node_233	False	False	6	0.06				
soxx	GCF_040580765.1	node_167	True	False	6	0.06			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_000186245.1	node_135	True	False	1	0.01			c__Campylobacteria	o__Campylobacterales
soxx	GCF_003065385.1	node_89	True	False	6	0.06			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_78	node_17	False	False	3	0.03				
soxx	node_91	node_97	False	False	1	0.01				
soxx	node_58	node_91	False	False	1	0.01				
soxx	node_8	node_108	False	False	22	0.22				
soxx	node_231	node_182	False	False	6	0.06				
soxx	node_42	node_34	False	False	4	0.04				
soxx	GCF_013177675.1	node_217	True	False	2	0.02			c__Campylobacteria	o__Campylobacterales
soxx	node_62	node_70	False	False	1	0.01				
soxx	node_43	node_22	False	False	5	0.05				
soxx	GCF_001305595.1	GCF_022811525.1	True	True	5	0.05	c__Gammaproteobacteria	o__Burkholderiales	c__Alphaproteobacteria	o__Azospirillales
soxx	node_18	node_0	False	False	5	0.05				
soxx	node_122	GCF_024662015.1	False	True	9	0.09	c__Alphaproteobacteria	o__Thalassobaculales		
soxx	node_149	node_111	False	False	1	0.01				
soxx	node_8	node_177	False	False	3	0.03				
soxx	node_11	GCF_013343005.1	False	True	3	0.03	c__Gammaproteobacteria	o__GCF-013343005		
soxx	GCF_019203965.1	GCF_016653635.2	True	True	25	0.25	c__Alphaproteobacteria	o__Azospirillales	c__Alphaproteobacteria	o__Acetobacterales
soxx	node_42	GCF_003966715.1	False	True	5	0.05	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_24	node_7	False	False	1	0.01				
soxx	node_93	GCF_000069785.1	False	True	5	0.05	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_182	node_237	False	False	4	0.04				
soxx	node_24	node_17	False	False	1	0.01				
soxx	GCF_033723955.1	node_81	True	False	11	0.11			c__Gammaproteobacteria	o__Pseudomonadales
soxx	node_7	node_37	False	False	1	0.01				
soxx	node_37	node_11	False	False	3	0.03				
soxx	node_93	GCF_001598055.1	False	True	5	0.05	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_234	node_42	False	False	1	0.01				
soxx	GCF_017498525.1	node_68	True	False	2	0.02			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_42	GCF_000192745.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_217	node_211	False	False	8	0.08				
soxx	GCF_001305595.1	node_51	True	False	1	0.01			c__Alphaproteobacteria	o__Azospirillales
soxx	GCF_047549485.1	node_60	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_000022145.1	node_40	True	False	2	0.02			c__Myxococcia	o__Myxococcales
soxx	node_167	node_131	False	False	2	0.02				
soxx	node_19	node_20	False	False	4	0.04				
soxx	GCF_003544815.1	node_212	True	False	29	0.29			c__Campylobacteria	o__Campylobacterales
soxx	node_195	node_190	False	False	3	0.03				
soxx	node_104	GCF_016807805.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_231	node_232	False	False	6	0.06				
soxx	node_38	GCF_000022145.1	False	True	10	0.1	c__Myxococcia	o__Myxococcales		
soxx	GCF_000219915.2	node_17	True	False	3	0.03			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_45	node_4	False	False	13	0.13				
soxx	node_33	GCF_000202835.1	False	True	8	0.08	c__Alphaproteobacteria	o__Acetobacterales		
soxx	node_179	node_153	False	False	8	0.08				
soxx	node_60	node_52	False	False	30	0.3				
soxx	node_147	GCF_003544895.1	False	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_154	node_102	False	False	9	0.09				
soxx	node_193	GCF_017357825.1	False	True	9	0.09	c__Campylobacteria	o__Campylobacterales		
soxx	node_73	node_74	False	False	8	0.08				
soxx	node_38	node_56	False	False	10	0.1				
soxx	node_118	node_111	False	False	1	0.01				
soxx	node_5	node_18	False	False	18	0.18				
soxx	GCF_040790665.1	node_147	True	False	8	0.08			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_001308265.1	node_133	True	False	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_013177675.1	GCF_003544815.1	True	True	7	0.07	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	node_195	node_184	False	False	7	0.07				
soxx	node_5	GCF_000828615.1	False	True	16	0.16	c__Gammaproteobacteria	o__Chromatiales		
soxx	node_136	GCF_001308265.1	False	True	7	0.07	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_102	node_128	False	False	16	0.16				
soxx	node_61	GCF_006970865.1	False	True	17	0.17	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_38	GCF_050749815.1	False	True	14	0.14	c__Gammaproteobacteria	o__Xanthomonadales		
soxx	GCF_009938015.1	node_46	True	False	15	0.15			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_102	GCF_026191725.2	False	True	19	0.19	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_70	node_61	False	False	10	0.1				
soxx	GCF_001308265.1	node_168	True	False	6	0.06			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_100	node_58	False	False	17	0.17				
soxx	node_104	node_38	False	False	5	0.05				
soxx	node_140	node_139	False	False	2	0.02				
soxx	GCF_016894385.1	GCF_000219215.1	True	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	node_38	node_104	False	False	4	0.04				
