family	donor_node	recipient_node	donor_is_terminal	recipient_is_terminal	sample_support_count	sample_support	donor_class	donor_order	recipient_class	recipient_order
soxx	GCF_029953595.1	GCF_014126615.1	True	True	18	0.18	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_019203965.1	GCF_016653635.2	True	True	21	0.21	c__Alphaproteobacteria	o__Acetobacterales	c__Alphaproteobacteria	o__Azospirillales
soxx	GCF_003544815.1	GCF_013177675.1	True	True	40	0.4	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_050749815.1	GCF_022811525.1	True	True	2	0.02	c__Gammaproteobacteria	o__Xanthomonadales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_003008575.1	GCF_033100095.1	True	True	22	0.22	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_002215215.1	GCF_026898155.1	True	True	40	0.4	c__Gammaproteobacteria	o__Granulosicoccales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_000012965.1	GCF_017357825.1	True	True	16	0.16	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_001889605.1	GCF_002215215.1	True	True	23	0.23	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Granulosicoccales
soxx	GCF_001889605.1	GCF_007922615.2	True	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_000202835.1	GCF_002865605.1	True	True	8	0.08	c__Alphaproteobacteria	o__Acetobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_008824185.1	GCF_029953595.1	True	True	31	0.31	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_001889605.1	GCF_026898155.1	True	True	16	0.16	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_027923555.1	GCF_016653635.2	True	True	36	0.36	c__Vulcanimicrobiia	o__Vulcanimicrobiales	c__Alphaproteobacteria	o__Azospirillales
soxx	GCF_019203965.1	GCF_027923555.1	True	True	19	0.19	c__Alphaproteobacteria	o__Acetobacterales	c__Vulcanimicrobiia	o__Vulcanimicrobiales
soxx	GCF_009789575.1	GCF_029853695.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_009650135.1	GCF_013343005.1	True	True	32	0.32	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__GCF-013343005
soxx	GCF_029853695.1	GCF_026191725.2	True	True	12	0.12	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_001305595.1	GCF_040269895.1	True	True	32	0.32	c__Alphaproteobacteria	o__Azospirillales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_000967425.1	GCF_014495845.1	True	True	18	0.18	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_045689245.1	GCF_045689235.1	True	True	26	0.26	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Pseudomonadales
soxx	GCF_003403095.1	GCF_000967425.1	True	True	9	0.09	c__Alphaproteobacteria	o__Rhodospirillales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_033954455.1	GCF_000227745.2	True	True	1	0.01	c__Gammaproteobacteria	o__Chromatiales	c__Gammaproteobacteria	o__Chromatiales
soxx	GCF_000227745.2	GCF_000025485.1	True	True	1	0.01	c__Gammaproteobacteria	o__Chromatiales	c__Gammaproteobacteria	o__Chromatiales
soxx	GCF_013283835.1	GCF_024267655.1	True	True	24	0.24	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_004786015.1	GCF_002795845.1	True	True	9	0.09	c__Gammaproteobacteria	o__Thiomicrospirales	c__Gammaproteobacteria	o__Pseudomonadales
soxx	GCF_021044585.1	GCF_039645995.1	True	True	22	0.22	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_022811525.1	GCF_001305595.1	True	True	7	0.07	c__Gammaproteobacteria	o__Burkholderiales	c__Alphaproteobacteria	o__Azospirillales
soxx	GCF_001620265.1	GCF_002865605.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_000967425.1	GCF_003403095.1	True	True	8	0.08	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodospirillales
soxx	GCF_047715485.1	GCF_032842945.2	True	True	13	0.13	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_011388215.1	GCF_019973615.1	True	True	11	0.11	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_001999245.1	GCF_000158095.2	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_013358405.1	GCF_001999245.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_044772865.1	GCF_047715485.1	True	True	37	0.37	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_000025705.1	GCF_000297055.2	True	True	7	0.07	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_002504165.1	GCF_003324675.1	True	True	11	0.11	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_044772865.1	GCF_032842945.2	True	True	15	0.15	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_008824185.1	GCF_014126615.1	True	True	12	0.12	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_002215215.1	GCF_001889605.1	True	True	10	0.1	c__Gammaproteobacteria	o__Granulosicoccales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_026191725.2	GCF_029853695.1	True	True	31	0.31	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_033723955.1	GCF_003574215.1	True	True	3	0.03	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_001889605.1	GCF_001953055.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_001953055.1	GCF_007922615.2	True	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_009789575.1	GCF_032842945.2	True	True	5	0.05	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_009789575.1	GCF_026191725.2	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_007922615.2	GCF_900231165.1	True	True	14	0.14	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_016653635.2	GCF_019203965.1	True	True	1	0.01	c__Alphaproteobacteria	o__Azospirillales	c__Alphaproteobacteria	o__Acetobacterales
soxx	GCF_029318635.1	GCF_016653635.2	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodospirillales	c__Alphaproteobacteria	o__Azospirillales
soxx	GCF_022788655.1	GCF_003544895.1	True	True	20	0.2	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_001620265.1	GCF_029953595.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_007922615.2	GCF_002215215.1	True	True	6	0.06	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Granulosicoccales
soxx	GCF_024662015.1	GCF_018282095.1	True	True	8	0.08	c__Alphaproteobacteria	o__Thalassobaculales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_002215215.1	GCF_900231165.1	True	True	6	0.06	c__Gammaproteobacteria	o__Granulosicoccales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_013358405.1	GCF_024662015.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Thalassobaculales
soxx	GCF_023734135.1	GCF_002222655.1	True	True	5	0.05	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_013177675.1	GCF_003544815.1	True	True	6	0.06	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_029953595.1	GCF_002865605.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_033100095.1	GCF_003008575.1	True	True	14	0.14	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_032842945.2	GCF_044772865.1	True	True	21	0.21	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_039724765.1	GCF_040409955.1	True	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_001761385.1	GCF_006970865.1	True	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_004214795.1	GCF_013201665.1	True	True	3	0.03	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_002795845.1	GCF_001753165.1	True	True	2	0.02	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__DSM-5130
soxx	GCF_003403095.1	GCF_014495845.1	True	True	9	0.09	c__Alphaproteobacteria	o__Rhodospirillales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_040269895.1	GCF_022811525.1	True	True	9	0.09	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_026898155.1	GCF_001889605.1	True	True	10	0.1	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_007922615.2	GCF_026898155.1	True	True	5	0.05	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_026898155.1	GCF_900231165.1	True	True	5	0.05	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_014126615.1	GCF_029953595.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_000215705.1	GCF_001761385.1	True	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_000215705.1	GCF_006970865.1	True	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_039645965.1	GCF_014905095.1	True	True	3	0.03	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_013343005.1	GCF_009650135.1	True	True	1	0.01	c__Gammaproteobacteria	o__GCF-013343005	c__Gammaproteobacteria	o__Pseudomonadales
soxx	GCF_011290485.1	GCF_000202835.1	True	True	1	0.01	c__Gammaproteobacteria	o__Chromatiales	c__Alphaproteobacteria	o__Acetobacterales
soxx	GCF_900231165.1	GCF_002215215.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Granulosicoccales
soxx	GCF_003065365.1	GCF_022811525.1	True	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_001305595.1	GCF_003065365.1	True	True	1	0.01	c__Alphaproteobacteria	o__Azospirillales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_002865605.1	GCF_000202835.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Acetobacterales
soxx	GCF_001465595.2	GCF_000219915.2	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_003065365.1	GCF_040269895.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_000219915.2	GCF_001465595.2	True	True	4	0.04	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_000968535.2	GCF_000202835.1	True	True	1	0.01	c__Gammaproteobacteria	o__Methylococcales	c__Alphaproteobacteria	o__Acetobacterales
soxx	GCF_900231165.1	GCF_001889605.1	True	True	6	0.06	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_033723955.1	GCF_050749815.1	True	True	1	0.01	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Xanthomonadales
soxx	GCF_033723955.1	GCF_006970865.1	True	True	1	0.01	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_000807775.2	GCF_000972785.3	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_001305595.1	GCF_022811525.1	True	True	5	0.05	c__Alphaproteobacteria	o__Azospirillales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_013201665.1	GCF_004214795.1	True	True	2	0.02	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_013358405.1	GCF_018282095.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_001620265.1	GCF_008824185.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_900231165.1	GCF_026898155.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_000202835.1	GCF_011290485.1	True	True	2	0.02	c__Alphaproteobacteria	o__Acetobacterales	c__Gammaproteobacteria	o__Chromatiales
soxx	GCF_000143145.1	GCF_016807805.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_014126615.1	GCF_001620265.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_001305595.1	GCF_050749815.1	True	True	1	0.01	c__Alphaproteobacteria	o__Azospirillales	c__Gammaproteobacteria	o__Xanthomonadales
soxx	GCF_003721225.2	GCF_048300925.1	True	True	1	0.01	c__Gammaproteobacteria	o__Acidithiobacillales	c__Gammaproteobacteria	o__Acidithiobacillales
soxx	GCF_000219215.1	GCF_016894385.1	True	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_000807775.2	GCF_000815105.2	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_000815105.2	GCF_000972785.3	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_019973615.1	GCF_014395975.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_014395975.1	GCF_014489595.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_000219215.1	GCF_000069785.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_008824185.1	GCF_001620265.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_013177635.1	GCF_013201935.1	True	True	1	0.01	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_014337925.2	GCF_000154785.2	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_013358405.1	GCF_012932215.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_040269895.1	GCF_050749815.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Xanthomonadales
soxx	GCF_006970865.1	GCF_017498525.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_022811525.1	GCF_050749815.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Xanthomonadales
soxx	GCF_040269895.1	GCF_033723955.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Pseudomonadales
soxx	GCF_022788655.1	GCF_000154785.2	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_000154785.2	GCF_003544895.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_000154785.2	GCF_014337925.2	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_018279705.1	GCF_030413175.1	True	True	32	0.32	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_000967425.1	GCF_001953055.1	True	True	38	0.38	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_013307225.1	GCF_000016345.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_001305595.1	GCF_000022145.1	True	True	18	0.18	c__Alphaproteobacteria	o__Azospirillales	c__Myxococcia	o__Myxococcales
soxy	GCF_045689235.1	GCF_045689245.1	True	True	39	0.39	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Pseudomonadales
soxy	GCF_013358405.1	GCF_003403095.1	True	True	75	0.75	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodospirillales
soxy	GCF_013307225.1	GCF_018687595.1	True	True	16	0.16	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_022788655.1	GCF_040409955.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_008824185.1	GCF_029953595.1	True	True	38	0.38	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_019973615.1	GCF_000215705.1	True	True	85	0.85	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_024662015.1	GCF_018282095.1	True	True	45	0.45	c__Alphaproteobacteria	o__Thalassobaculales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_000025605.1	GCF_900142435.1	True	True	89	0.89	c__Aquificia	o__Aquificales	c__Aquificia	o__Aquificales
soxy	GCF_005144885.1	GCF_018279705.1	True	True	20	0.2	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_026409565.1	GCF_002215215.1	True	True	47	0.47	c__Alphaproteobacteria	o__Sneathiellales	c__Gammaproteobacteria	o__Granulosicoccales
soxy	GCF_007954405.1	GCF_017498525.1	True	True	84	0.84	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_049949285.1	GCF_015624505.1	True	True	28	0.28	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_033723955.1	GCF_000828615.1	True	True	64	0.64	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Chromatiales
soxy	GCF_034555965.2	GCF_022788655.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_003008555.2	GCF_008728195.1	True	True	38	0.38	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_003574215.1	GCF_001305595.1	True	True	11	0.11	c__Gammaproteobacteria	o__Burkholderiales	c__Alphaproteobacteria	o__Azospirillales
soxy	GCF_013358405.1	GCF_009789575.1	True	True	77	0.77	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_028553745.1	GCF_003324675.1	True	True	94	0.94	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_021165955.1	GCF_900130075.1	True	True	33	0.33	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_009762325.1	GCF_040790665.1	True	True	92	0.92	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_001305595.1	GCF_040269895.1	True	True	38	0.38	c__Alphaproteobacteria	o__Azospirillales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_018687595.1	GCF_013307225.1	True	True	73	0.73	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_003574215.1	GCF_040269895.1	True	True	17	0.17	c__Gammaproteobacteria	o__Burkholderiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_013358405.1	GCF_016653635.2	True	True	68	0.68	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Azospirillales
soxy	GCF_000192745.1	GCF_016806835.2	True	True	41	0.41	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Azospirillales
soxy	GCF_029953595.1	GCF_008824185.1	True	True	23	0.23	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_040269895.1	GCF_000022145.1	True	True	24	0.24	c__Alphaproteobacteria	o__Rhizobiales	c__Myxococcia	o__Myxococcales
soxy	GCF_000092925.1	GCF_030413175.1	True	True	14	0.14	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_040269895.1	GCF_001305595.1	True	True	41	0.41	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Azospirillales
soxy	GCF_000192745.1	GCF_026898155.1	True	True	51	0.51	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_030413175.1	GCF_005144885.1	True	True	14	0.14	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_029953595.1	GCF_014126615.1	True	True	18	0.18	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_045689245.1	GCF_045689235.1	True	True	29	0.29	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Pseudomonadales
soxy	GCF_001953055.1	GCF_000967425.1	True	True	29	0.29	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_000297055.2	GCF_000025705.1	True	True	45	0.45	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_015624505.1	GCF_049949285.1	True	True	47	0.47	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_008824185.1	GCF_014126615.1	True	True	20	0.2	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_030413175.1	GCF_018279705.1	True	True	33	0.33	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_040269895.1	GCF_003574215.1	True	True	5	0.05	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_032842945.2	GCF_026191725.2	True	True	56	0.56	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_032842945.2	GCF_044772865.1	True	True	41	0.41	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_000092925.1	GCF_005144885.1	True	True	45	0.45	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_032842945.2	GCF_012932215.1	True	True	11	0.11	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_900130075.1	GCF_021165955.1	True	True	29	0.29	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_002215215.1	GCF_026409565.1	True	True	18	0.18	c__Gammaproteobacteria	o__Granulosicoccales	c__Alphaproteobacteria	o__Sneathiellales
soxy	GCF_001620265.1	GCF_008824185.1	True	True	9	0.09	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_012932215.1	GCF_047715485.1	True	True	13	0.13	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_000022145.1	GCF_040269895.1	True	True	15	0.15	c__Myxococcia	o__Myxococcales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_040409955.1	GCF_022788655.1	True	True	35	0.35	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_032842945.2	GCF_047715485.1	True	True	20	0.2	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_000016345.1	GCF_018687595.1	True	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_047715485.1	GCF_012932215.1	True	True	30	0.3	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_040580765.1	GCF_000018145.1	True	True	16	0.16	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_000092925.1	GCF_018279705.1	True	True	16	0.16	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_001620265.1	GCF_014126615.1	True	True	8	0.08	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_018282095.1	GCF_024662015.1	True	True	25	0.25	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Thalassobaculales
