assembly_accession	cluster_id	window_bp	observed_mobile_count	control_mobile_count_mean	observed_mobile_present	control_mobile_present_mean	controls	count_difference	presence_difference
GCF_013003965.1	GCF_013003965.1:NZ_CP053069.1:sox_cluster_2	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_013003965.1	GCF_013003965.1:NZ_CP053069.1:sox_cluster_3	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_013003965.1	GCF_013003965.1:NZ_CP053069.1:sox_cluster_3	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_013003965.1	GCF_013003965.1:NZ_CP053069.1:sox_cluster_3	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_013003985.1	GCF_013003985.1:NZ_CP053073.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_013003985.1	GCF_013003985.1:NZ_CP053073.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_013003985.1	GCF_013003985.1:NZ_CP053073.1:sox_cluster_1	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_013003985.1	GCF_013003985.1:NZ_CP053073.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_013003985.1	GCF_013003985.1:NZ_CP053073.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_013003985.1	GCF_013003985.1:NZ_CP053073.1:sox_cluster_2	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_013003985.1	GCF_013003985.1:NZ_CP053073.1:sox_cluster_3	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_013003985.1	GCF_013003985.1:NZ_CP053073.1:sox_cluster_3	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_013003985.1	GCF_013003985.1:NZ_CP053073.1:sox_cluster_3	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_013004065.1	GCF_013004065.1:NZ_CP053084.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_013004065.1	GCF_013004065.1:NZ_CP053084.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_013004065.1	GCF_013004065.1:NZ_CP053084.1:sox_cluster_1	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_013177635.1	GCF_013177635.1:NZ_CP030944.1:sox_cluster_1	5000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_013177635.1	GCF_013177635.1:NZ_CP030944.1:sox_cluster_1	10000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_013177635.1	GCF_013177635.1:NZ_CP030944.1:sox_cluster_1	20000	1	0.3	True	0.15	20	0.7	0.85
GCF_013177675.1	GCF_013177675.1:NZ_CP042652.1:sox_cluster_1	5000	0	0.7	False	0.5	20	-0.7	-0.5
GCF_013177675.1	GCF_013177675.1:NZ_CP042652.1:sox_cluster_1	10000	0	1.2	False	0.65	20	-1.2	-0.65
GCF_013177675.1	GCF_013177675.1:NZ_CP042652.1:sox_cluster_1	20000	0	1.65	False	0.75	20	-1.65	-0.75
GCF_013201625.1	GCF_013201625.1:NZ_CP053839.1:sox_cluster_1	5000	0	0.3	False	0.25	20	-0.3	-0.25
GCF_013201625.1	GCF_013201625.1:NZ_CP053839.1:sox_cluster_1	10000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_013201625.1	GCF_013201625.1:NZ_CP053839.1:sox_cluster_1	20000	0	0.55	False	0.3	20	-0.55	-0.3
GCF_013201665.1	GCF_013201665.1:NZ_CP053840.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_013201665.1	GCF_013201665.1:NZ_CP053840.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_013201665.1	GCF_013201665.1:NZ_CP053840.1:sox_cluster_1	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_013201665.1	GCF_013201665.1:NZ_CP053840.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_013201665.1	GCF_013201665.1:NZ_CP053840.1:sox_cluster_2	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_013201665.1	GCF_013201665.1:NZ_CP053840.1:sox_cluster_2	20000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_013201705.1	GCF_013201705.1:NZ_CP053837.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_013201705.1	GCF_013201705.1:NZ_CP053837.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_013201705.1	GCF_013201705.1:NZ_CP053837.1:sox_cluster_1	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_013201725.1	GCF_013201725.1:NZ_CP053835.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_013201725.1	GCF_013201725.1:NZ_CP053835.1:sox_cluster_1	10000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_013201725.1	GCF_013201725.1:NZ_CP053835.1:sox_cluster_1	20000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_013201825.1	GCF_013201825.1:NZ_CP053836.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_013201825.1	GCF_013201825.1:NZ_CP053836.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_013201825.1	GCF_013201825.1:NZ_CP053836.1:sox_cluster_1	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_013201935.1	GCF_013201935.1:NZ_CP053833.1:sox_cluster_1	5000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_013201935.1	GCF_013201935.1:NZ_CP053833.1:sox_cluster_1	10000	0	0.55	False	0.3	20	-0.55	-0.3
GCF_013201935.1	GCF_013201935.1:NZ_CP053833.1:sox_cluster_1	20000	0	0.95	False	0.45	20	-0.95	-0.45
GCF_013283835.1	GCF_013283835.1:NZ_CP054052.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_013283835.1	GCF_013283835.1:NZ_CP054052.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_013283835.1	GCF_013283835.1:NZ_CP054052.1:sox_cluster_1	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_013307225.1	GCF_013307225.1:NZ_CP028942.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_013307225.1	GCF_013307225.1:NZ_CP028942.1:sox_cluster_1	10000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_013307225.1	GCF_013307225.1:NZ_CP028942.1:sox_cluster_1	20000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_013307225.1	GCF_013307225.1:NZ_CP028942.1:sox_cluster_2	5000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_013307225.1	GCF_013307225.1:NZ_CP028942.1:sox_cluster_2	10000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_013307225.1	GCF_013307225.1:NZ_CP028942.1:sox_cluster_2	20000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_013307245.1	GCF_013307245.1:NZ_CP028941.1:sox_cluster_1	5000	0	0.15	False	0.05	20	-0.15	-0.05
GCF_013307245.1	GCF_013307245.1:NZ_CP028941.1:sox_cluster_1	10000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_013307245.1	GCF_013307245.1:NZ_CP028941.1:sox_cluster_1	20000	0	0.35	False	0.15	20	-0.35	-0.15
GCF_013343005.1	GCF_013343005.1:NZ_CP054491.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_013343005.1	GCF_013343005.1:NZ_CP054491.1:sox_cluster_1	10000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_013343005.1	GCF_013343005.1:NZ_CP054491.1:sox_cluster_1	20000	0	0.35	False	0.2	20	-0.35	-0.2
GCF_013343005.1	GCF_013343005.1:NZ_CP054491.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_013343005.1	GCF_013343005.1:NZ_CP054491.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_013343005.1	GCF_013343005.1:NZ_CP054491.1:sox_cluster_2	20000	0	0.25	False	0.1	20	-0.25	-0.1
GCF_013347325.1	GCF_013347325.1:NZ_CP054626.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_013347325.1	GCF_013347325.1:NZ_CP054626.1:sox_cluster_1	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_013347325.1	GCF_013347325.1:NZ_CP054626.1:sox_cluster_1	20000	4	0.35	True	0.3	20	3.65	0.7
GCF_013358405.1	GCF_013358405.1:NZ_CP054836.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_013358405.1	GCF_013358405.1:NZ_CP054836.1:sox_cluster_1	10000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_013358405.1	GCF_013358405.1:NZ_CP054836.1:sox_cluster_1	20000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_013372265.1	GCF_013372265.1:NZ_CP054051.1:sox_cluster_1	5000	0	0.4	False	0.3	20	-0.4	-0.3
GCF_013372265.1	GCF_013372265.1:NZ_CP054051.1:sox_cluster_1	10000	0	0.7	False	0.35	20	-0.7	-0.35
GCF_013372265.1	GCF_013372265.1:NZ_CP054051.1:sox_cluster_1	20000	3	1.4	True	0.5	20	1.6	0.5
GCF_013752735.1	GCF_013752735.1:NZ_CP058354.1:sox_cluster_1	5000	0	0.35	False	0.1	20	-0.35	-0.1
GCF_013752735.1	GCF_013752735.1:NZ_CP058354.1:sox_cluster_1	10000	0	0.55	False	0.15	20	-0.55	-0.15
GCF_013752735.1	GCF_013752735.1:NZ_CP058354.1:sox_cluster_1	20000	0	0.75	False	0.25	20	-0.75	-0.25
GCF_013752735.1	GCF_013752735.1:NZ_CP058354.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_013752735.1	GCF_013752735.1:NZ_CP058354.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_013752735.1	GCF_013752735.1:NZ_CP058354.1:sox_cluster_2	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_013752735.1	GCF_013752735.1:NZ_CP058354.1:sox_cluster_3	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_013752735.1	GCF_013752735.1:NZ_CP058354.1:sox_cluster_3	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_013752735.1	GCF_013752735.1:NZ_CP058354.1:sox_cluster_3	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_013752735.1	GCF_013752735.1:NZ_CP058354.1:sox_cluster_4	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_013752735.1	GCF_013752735.1:NZ_CP058354.1:sox_cluster_4	10000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_013752735.1	GCF_013752735.1:NZ_CP058354.1:sox_cluster_4	20000	0	0.4	False	0.2	20	-0.4	-0.2
GCF_014126615.1	GCF_014126615.1:NZ_CP059897.1:sox_cluster_1	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_014126615.1	GCF_014126615.1:NZ_CP059897.1:sox_cluster_1	10000	0	0.35	False	0.2	20	-0.35	-0.2
GCF_014126615.1	GCF_014126615.1:NZ_CP059897.1:sox_cluster_1	20000	0	0.45	False	0.3	20	-0.45	-0.3
GCF_014337925.2	GCF_014337925.2:NZ_CP143423.1:sox_cluster_1	5000	0	0.4	False	0.25	20	-0.4	-0.25
GCF_014337925.2	GCF_014337925.2:NZ_CP143423.1:sox_cluster_1	10000	0	0.85	False	0.4	20	-0.85	-0.4
GCF_014337925.2	GCF_014337925.2:NZ_CP143423.1:sox_cluster_1	20000	3	1.3	True	0.45	20	1.7	0.55
GCF_014395975.1	GCF_014395975.1:NZ_CP060714.1:sox_cluster_1	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_014395975.1	GCF_014395975.1:NZ_CP060714.1:sox_cluster_1	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_014395975.1	GCF_014395975.1:NZ_CP060714.1:sox_cluster_1	20000	0	0.25	False	0.1	20	-0.25	-0.1
GCF_014489595.1	GCF_014489595.1:NZ_CP060790.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_014489595.1	GCF_014489595.1:NZ_CP060790.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_014489595.1	GCF_014489595.1:NZ_CP060790.1:sox_cluster_1	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_014495845.1	GCF_014495845.1:NZ_CP061080.1:sox_cluster_1	5000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_014495845.1	GCF_014495845.1:NZ_CP061080.1:sox_cluster_1	10000	0	0.5	False	0.35	20	-0.5	-0.35
GCF_014495845.1	GCF_014495845.1:NZ_CP061080.1:sox_cluster_1	20000	0	0.5	False	0.35	20	-0.5	-0.35
GCF_014905095.1	GCF_014905095.1:NZ_CP041165.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_014905095.1	GCF_014905095.1:NZ_CP041165.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_014905095.1	GCF_014905095.1:NZ_CP041165.1:sox_cluster_1	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_014905095.1	GCF_014905095.1:NZ_CP041165.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_014905095.1	GCF_014905095.1:NZ_CP041165.1:sox_cluster_2	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_014905095.1	GCF_014905095.1:NZ_CP041165.1:sox_cluster_2	20000	0	0.3	False	0.3	20	-0.3	-0.3
GCF_014905095.1	GCF_014905095.1:NZ_CP041165.1:sox_cluster_3	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_014905095.1	GCF_014905095.1:NZ_CP041165.1:sox_cluster_3	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_014905095.1	GCF_014905095.1:NZ_CP041165.1:sox_cluster_3	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_014905115.1	GCF_014905115.1:NZ_CP041235.1:sox_cluster_1	5000	0	0.65	False	0.3	20	-0.65	-0.3
GCF_014905115.1	GCF_014905115.1:NZ_CP041235.1:sox_cluster_1	10000	0	0.95	False	0.5	20	-0.95	-0.5
GCF_014905115.1	GCF_014905115.1:NZ_CP041235.1:sox_cluster_1	20000	0	2.15	False	0.85	20	-2.15	-0.85
GCF_014905115.1	GCF_014905115.1:NZ_CP041235.1:sox_cluster_2	5000	0	0.65	False	0.4	20	-0.65	-0.4
GCF_014905115.1	GCF_014905115.1:NZ_CP041235.1:sox_cluster_2	10000	0	0.9	False	0.6	20	-0.9	-0.6
GCF_014905115.1	GCF_014905115.1:NZ_CP041235.1:sox_cluster_2	20000	2	1.65	True	0.8	20	0.3500000000000001	0.19999999999999996
GCF_014905135.1	GCF_014905135.1:NZ_CP041406.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_014905135.1	GCF_014905135.1:NZ_CP041406.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_014905135.1	GCF_014905135.1:NZ_CP041406.1:sox_cluster_1	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_014905135.1	GCF_014905135.1:NZ_CP041406.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_014905135.1	GCF_014905135.1:NZ_CP041406.1:sox_cluster_2	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_014905135.1	GCF_014905135.1:NZ_CP041406.1:sox_cluster_2	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_014931715.1	GCF_014931715.1:NZ_CP063164.1:sox_cluster_1	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_014931715.1	GCF_014931715.1:NZ_CP063164.1:sox_cluster_1	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_014931715.1	GCF_014931715.1:NZ_CP063164.1:sox_cluster_1	20000	0	0.5	False	0.25	20	-0.5	-0.25
GCF_014931715.1	GCF_014931715.1:NZ_CP063164.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_014931715.1	GCF_014931715.1:NZ_CP063164.1:sox_cluster_2	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_014931715.1	GCF_014931715.1:NZ_CP063164.1:sox_cluster_2	20000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_015265455.1	GCF_015265455.1:NZ_CP054492.1:sox_cluster_1	5000	0	0.65	False	0.25	20	-0.65	-0.25
GCF_015265455.1	GCF_015265455.1:NZ_CP054492.1:sox_cluster_1	10000	0	1.1	False	0.3	20	-1.1	-0.3
GCF_015265455.1	GCF_015265455.1:NZ_CP054492.1:sox_cluster_1	20000	0	1.5	False	0.6	20	-1.5	-0.6
GCF_015265455.1	GCF_015265455.1:NZ_CP054492.1:sox_cluster_2	5000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_015265455.1	GCF_015265455.1:NZ_CP054492.1:sox_cluster_2	10000	0	0.6	False	0.3	20	-0.6	-0.3
GCF_015265455.1	GCF_015265455.1:NZ_CP054492.1:sox_cluster_2	20000	0	1.8	False	0.5	20	-1.8	-0.5
GCF_015265475.1	GCF_015265475.1:NZ_CP054493.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_015265475.1	GCF_015265475.1:NZ_CP054493.1:sox_cluster_1	10000	0	0.35	False	0.35	20	-0.35	-0.35
GCF_015265475.1	GCF_015265475.1:NZ_CP054493.1:sox_cluster_1	20000	0	0.35	False	0.35	20	-0.35	-0.35
GCF_015265475.1	GCF_015265475.1:NZ_CP054493.1:sox_cluster_2	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_015265475.1	GCF_015265475.1:NZ_CP054493.1:sox_cluster_2	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_015265475.1	GCF_015265475.1:NZ_CP054493.1:sox_cluster_2	20000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_1	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_1	10000	0	0.3	False	0.15	20	-0.3	-0.15
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_1	20000	0	0.65	False	0.25	20	-0.65	-0.25
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_2	5000	1	0.25	True	0.1	20	0.75	0.9
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_2	10000	3	0.45	True	0.2	20	2.55	0.8
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_2	20000	4	1.1	True	0.25	20	2.9	0.75
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_3	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_3	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_3	20000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_4	5000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_4	10000	0	0.35	False	0.15	20	-0.35	-0.15
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_4	20000	0	1.0	False	0.4	20	-1.0	-0.4
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_5	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_5	10000	1	0.1	True	0.1	20	0.9	0.9
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_5	20000	1	0.6	True	0.25	20	0.4	0.75
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_6	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_6	10000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_015291705.1	GCF_015291705.1:NZ_CP030050.1:sox_cluster_6	20000	0	0.5	False	0.3	20	-0.5	-0.3
GCF_015624505.1	GCF_015624505.1:NZ_CP061379.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_015624505.1	GCF_015624505.1:NZ_CP061379.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_015624505.1	GCF_015624505.1:NZ_CP061379.1:sox_cluster_1	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_015624505.1	GCF_015624505.1:NZ_CP061379.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_015624505.1	GCF_015624505.1:NZ_CP061379.1:sox_cluster_2	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_015624505.1	GCF_015624505.1:NZ_CP061379.1:sox_cluster_2	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_015624505.1	GCF_015624505.1:NZ_CP061379.1:sox_cluster_3	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_015624505.1	GCF_015624505.1:NZ_CP061379.1:sox_cluster_3	10000	1	0.05	True	0.05	20	0.95	0.95
GCF_015624505.1	GCF_015624505.1:NZ_CP061379.1:sox_cluster_3	20000	1	0.1	True	0.1	20	0.9	0.9
GCF_015689335.1	GCF_015689335.1:NZ_CP065053.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_015689335.1	GCF_015689335.1:NZ_CP065053.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_015689335.1	GCF_015689335.1:NZ_CP065053.1:sox_cluster_1	20000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_016250455.1	GCF_016250455.1:NZ_CP059488.1:sox_cluster_1	5000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_016250455.1	GCF_016250455.1:NZ_CP059488.1:sox_cluster_1	10000	0	0.75	False	0.25	20	-0.75	-0.25
GCF_016250455.1	GCF_016250455.1:NZ_CP059488.1:sox_cluster_1	20000	0	1.25	False	0.35	20	-1.25	-0.35
GCF_016584445.1	GCF_016584445.1:NZ_CP066699.1:sox_cluster_1	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_016584445.1	GCF_016584445.1:NZ_CP066699.1:sox_cluster_1	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_016584445.1	GCF_016584445.1:NZ_CP066699.1:sox_cluster_1	20000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_016584445.1	GCF_016584445.1:NZ_CP066699.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_016584445.1	GCF_016584445.1:NZ_CP066699.1:sox_cluster_2	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_016584445.1	GCF_016584445.1:NZ_CP066699.1:sox_cluster_2	20000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_016599875.1	GCF_016599875.1:NZ_CP067086.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_016599875.1	GCF_016599875.1:NZ_CP067086.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_016599875.1	GCF_016599875.1:NZ_CP067086.1:sox_cluster_1	20000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_016599875.1	GCF_016599875.1:NZ_CP067086.1:sox_cluster_2	5000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_016599875.1	GCF_016599875.1:NZ_CP067086.1:sox_cluster_2	10000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_016599875.1	GCF_016599875.1:NZ_CP067086.1:sox_cluster_2	20000	0	0.5	False	0.35	20	-0.5	-0.35
GCF_016653635.2	GCF_016653635.2:NZ_CP067420.1:sox_cluster_1	5000	0	0.2	False	0.05	20	-0.2	-0.05
GCF_016653635.2	GCF_016653635.2:NZ_CP067420.1:sox_cluster_1	10000	0	0.25	False	0.1	20	-0.25	-0.1
GCF_016653635.2	GCF_016653635.2:NZ_CP067420.1:sox_cluster_1	20000	3	0.6	True	0.25	20	2.4	0.75
GCF_016653635.2	GCF_016653635.2:NZ_CP067420.1:sox_cluster_2	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_016653635.2	GCF_016653635.2:NZ_CP067420.1:sox_cluster_2	10000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_016653635.2	GCF_016653635.2:NZ_CP067420.1:sox_cluster_2	20000	0	0.55	False	0.25	20	-0.55	-0.25
GCF_016765655.2	GCF_016765655.2:NZ_CP086106.1:sox_cluster_1	5000	0	0.4	False	0.2	20	-0.4	-0.2
GCF_016765655.2	GCF_016765655.2:NZ_CP086106.1:sox_cluster_1	10000	0	0.6	False	0.3	20	-0.6	-0.3
GCF_016765655.2	GCF_016765655.2:NZ_CP086106.1:sox_cluster_1	20000	0	0.9	False	0.4	20	-0.9	-0.4
GCF_016765655.2	GCF_016765655.2:NZ_CP086106.1:sox_cluster_2	5000	0	0.8	False	0.4	20	-0.8	-0.4
GCF_016765655.2	GCF_016765655.2:NZ_CP086106.1:sox_cluster_2	10000	0	1.3	False	0.45	20	-1.3	-0.45
GCF_016765655.2	GCF_016765655.2:NZ_CP086106.1:sox_cluster_2	20000	0	1.8	False	0.5	20	-1.8	-0.5
GCF_016765655.2	GCF_016765655.2:NZ_CP086106.1:sox_cluster_3	5000	0	1.0	False	0.3	20	-1.0	-0.3
GCF_016765655.2	GCF_016765655.2:NZ_CP086106.1:sox_cluster_3	10000	0	1.25	False	0.4	20	-1.25	-0.4
GCF_016765655.2	GCF_016765655.2:NZ_CP086106.1:sox_cluster_3	20000	0	1.3	False	0.4	20	-1.3	-0.4
GCF_016801755.1	GCF_016801755.1:NZ_CP068998.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_016801755.1	GCF_016801755.1:NZ_CP068998.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_016801755.1	GCF_016801755.1:NZ_CP068998.1:sox_cluster_1	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_016806125.1	GCF_016806125.1:NZ_CP047166.1:sox_cluster_1	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_016806125.1	GCF_016806125.1:NZ_CP047166.1:sox_cluster_1	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_016806125.1	GCF_016806125.1:NZ_CP047166.1:sox_cluster_1	20000	0	0.25	False	0.25	20	-0.25	-0.25
GCF_016806835.2	GCF_016806835.2:NZ_CP086111.1:sox_cluster_1	5000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_016806835.2	GCF_016806835.2:NZ_CP086111.1:sox_cluster_1	10000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_016806835.2	GCF_016806835.2:NZ_CP086111.1:sox_cluster_1	20000	0	0.45	False	0.3	20	-0.45	-0.3
GCF_016806835.2	GCF_016806835.2:NZ_CP086111.1:sox_cluster_2	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_016806835.2	GCF_016806835.2:NZ_CP086111.1:sox_cluster_2	10000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_016806835.2	GCF_016806835.2:NZ_CP086111.1:sox_cluster_2	20000	0	0.4	False	0.25	20	-0.4	-0.25
GCF_016807805.1	GCF_016807805.1:NZ_CP063362.1:sox_cluster_1	5000	0	0.15	False	0.1	20	-0.15	-0.1
