family	assembly_accession	gtdb_order	gtdb_class	gene_tree_order_coherence_k10	species_tree_order_coherence_k10	order_discordance	gene_tree_class_coherence_k10	species_tree_class_coherence_k10	class_discordance
soxb	GCF_017301335.1	o__Pseudomonadales	c__Gammaproteobacteria	0.5	1.0	0.5	1.0	1.0	0.0
soxb	GCF_017309585.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxb	GCF_017357825.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_017498525.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_017901135.1	o__Thiotrichales	c__Gammaproteobacteria	0.3	0.3	0.0	1.0	1.0	0.0
soxb	GCF_017901155.1	o__Thiotrichales	c__Gammaproteobacteria	0.3	0.3	0.0	1.0	1.0	0.0
soxb	GCF_017901175.1	o__Thiotrichales	c__Gammaproteobacteria	0.3	0.3	0.0	1.0	1.0	0.0
soxb	GCF_018243235.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_018279705.1	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_018282095.1	o__Rhizobiales	c__Alphaproteobacteria	0.0	1.0	1.0	1.0	1.0	0.0
soxb	GCF_018687595.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_018687955.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_018688255.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_019203965.1	o__Acetobacterales	c__Alphaproteobacteria	0.0	0.1	0.1	0.9	1.0	0.09999999999999998
soxb	GCF_019973615.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_020162115.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_020510525.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxb	GCF_020510565.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxb	GCF_021044585.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_021044685.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_021049305.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_021165955.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_021228795.1	o__Chromatiales	c__Gammaproteobacteria	0.8	0.8	0.0	1.0	1.0	0.0
soxb	GCF_021650935.1	o__Thiotrichales	c__Gammaproteobacteria	0.3	0.3	0.0	1.0	1.0	0.0
soxb	GCF_022788655.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_022811525.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_023278185.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_023734135.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_024267655.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_024347195.1	o__Pseudomonadales	c__Gammaproteobacteria	0.4	1.0	0.6	1.0	1.0	0.0
soxb	GCF_024347215.1	o__Pseudomonadales	c__Gammaproteobacteria	0.4	1.0	0.6	1.0	1.0	0.0
soxb	GCF_024662015.1	o__Thalassobaculales	c__Alphaproteobacteria	0.0	0.0	0.0	1.0	1.0	0.0
soxb	GCF_024925465.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_025639885.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_025857195.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_026013905.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_026191725.2	o__Rhizobiales	c__Alphaproteobacteria	0.0	1.0	1.0	1.0	1.0	0.0
soxb	GCF_026409565.1	o__Sneathiellales	c__Alphaproteobacteria	0.0	0.0	0.0	0.9	1.0	0.09999999999999998
soxb	GCF_026898155.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_027594865.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_027923555.1	o__Vulcanimicrobiales	c__Vulcanimicrobiia	0.0	0.0	0.0	0.0	0.0	0.0
soxb	GCF_027943725.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_027946175.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_028553745.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_028553805.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_029030725.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_029318635.1	o__Rhodospirillales	c__Alphaproteobacteria	0.0	0.1	0.1	0.9	1.0	0.09999999999999998
soxb	GCF_029853695.1	o__Rhodobacterales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_029953595.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_029958925.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_030254645.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_030285785.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_030296055.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_030407165.1	o__Rhodobacterales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_032397745.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_032842945.2	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_033100095.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_033723955.1	o__Pseudomonadales	c__Gammaproteobacteria	0.0	1.0	1.0	1.0	1.0	0.0
soxb	GCF_033954455.1	o__Chromatiales	c__Gammaproteobacteria	0.8	0.8	0.0	1.0	1.0	0.0
soxb	GCF_033971325.1	o__Aquificales	c__Aquificia	0.7	0.7	0.0	0.7	0.7	0.0
soxb	GCF_034479635.1	o__Halothiobacillales	c__Gammaproteobacteria	0.2	0.2	0.0	1.0	1.0	0.0
soxb	GCF_034555965.2	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_035621355.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_036323495.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_038443675.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_039645565.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_039645585.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_039645965.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_039645985.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_039645995.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_039724765.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_040269895.1	o__Rhizobiales	c__Alphaproteobacteria	0.0	1.0	1.0	0.1	1.0	0.9
soxb	GCF_040409955.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_040580765.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_040790665.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_041200145.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_041378895.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxb	GCF_042214795.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_044772865.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_045016065.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_045277565.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_045571495.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_045689235.1	o__Pseudomonadales	c__Gammaproteobacteria	0.5	1.0	0.5	1.0	1.0	0.0
soxb	GCF_045689245.1	o__Pseudomonadales	c__Gammaproteobacteria	0.5	1.0	0.5	1.0	1.0	0.0
soxb	GCF_047222355.1	o__Ectothiorhodospirales	c__Gammaproteobacteria	0.3	0.3	0.0	1.0	1.0	0.0
soxb	GCF_047549485.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_047715485.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_047716755.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_048300925.1	o__Acidithiobacillales	c__Gammaproteobacteria	0.2	0.2	0.0	1.0	1.0	0.0
soxb	GCF_049949285.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_050749815.1	o__Xanthomonadales	c__Gammaproteobacteria	0.0	0.0	0.0	0.9	1.0	0.09999999999999998
soxb	GCF_900096765.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_900130075.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_900142435.1	o__Aquificales	c__Aquificia	0.7	0.7	0.0	0.7	0.7	0.0
soxb	GCF_900231165.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_964332355.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000011965.2	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000012965.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000013885.1	o__Rhizobiales	c__Alphaproteobacteria	0.5	1.0	0.5	0.6	1.0	0.4
soxc	GCF_000016345.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000019785.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000022145.1	o__Myxococcales	c__Myxococcia	0.0	0.0	0.0	0.0	0.0	0.0
soxc	GCF_000024425.1	o__Deinococcales	c__Deinococci	0.2	0.2	0.0	0.2	0.2	0.0
soxc	GCF_000024765.1	o__Halothiobacillales	c__Gammaproteobacteria	0.2	0.2	0.0	0.5	1.0	0.5
soxc	GCF_000091545.1	o__Deinococcales	c__Deinococci	0.2	0.2	0.0	0.2	0.2	0.0
soxc	GCF_000092245.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000092925.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000143145.1	o__Rhizobiales	c__Alphaproteobacteria	0.5	1.0	0.5	0.6	1.0	0.4
soxc	GCF_000147355.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000153125.2	o__Pseudomonadales	c__Gammaproteobacteria	0.7	0.9	0.20000000000000007	0.7	1.0	0.30000000000000004
soxc	GCF_000154705.2	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxc	GCF_000154785.2	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000158095.2	o__Rhizobiales	c__Alphaproteobacteria	0.7	1.0	0.30000000000000004	1.0	1.0	0.0
soxc	GCF_000186245.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000192745.1	o__Rhizobiales	c__Alphaproteobacteria	0.7	1.0	0.30000000000000004	1.0	1.0	0.0
soxc	GCF_000202835.1	o__Acetobacterales	c__Alphaproteobacteria	0.0	0.1	0.1	0.5	1.0	0.5
soxc	GCF_000215705.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000218565.1	o__Rhizobiales	c__Alphaproteobacteria	0.3	1.0	0.7	0.5	1.0	0.5
soxc	GCF_000242915.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000253115.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxc	GCF_000511355.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000511385.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000590925.1	o__Rhodobacterales	c__Alphaproteobacteria	0.5	1.0	0.5	1.0	1.0	0.0
soxc	GCF_000807775.2	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000815105.2	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000934605.2	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000967425.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxc	GCF_000968535.2	o__Methylococcales	c__Gammaproteobacteria	0.0	0.0	0.0	0.3	1.0	0.7
soxc	GCF_000972785.3	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000973625.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_000987835.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001029105.3	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001051995.2	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxc	GCF_001187845.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxc	GCF_001305595.1	o__Azospirillales	c__Alphaproteobacteria	0.0	0.3	0.3	0.1	1.0	0.9
soxc	GCF_001308265.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001465545.3	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001465595.2	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001620265.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001633165.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001659725.1	o__Burkholderiales	c__Gammaproteobacteria	0.0	1.0	1.0	0.3	1.0	0.7
soxc	GCF_001663815.1	o__Halothiobacillales	c__Gammaproteobacteria	0.2	0.2	0.0	0.5	1.0	0.5
soxc	GCF_001693515.2	o__Rhizobiales	c__Alphaproteobacteria	0.3	1.0	0.7	0.5	1.0	0.5
soxc	GCF_001723605.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001761385.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001854125.1	o__Pseudomonadales	c__Gammaproteobacteria	0.4	0.9	0.5	0.4	1.0	0.6
soxc	GCF_001854325.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001888185.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001889605.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxc	GCF_001940525.2	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001956695.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001969385.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001975705.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_001999245.1	o__Rhizobiales	c__Alphaproteobacteria	0.7	1.0	0.30000000000000004	1.0	1.0	0.0
soxc	GCF_002028405.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxc	GCF_002085925.2	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_002119765.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxc	GCF_002222655.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_002278135.3	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxc	GCF_002355335.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxc	GCF_002504165.1	o__Rhodobacterales	c__Alphaproteobacteria	0.6	1.0	0.4	1.0	1.0	0.0
soxc	GCF_002795845.1	o__Pseudomonadales	c__Gammaproteobacteria	0.7	0.9	0.20000000000000007	0.7	1.0	0.30000000000000004
soxc	GCF_002865605.1	o__Rhodobacterales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxc	GCF_002872475.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxc	GCF_003008515.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003008555.2	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003008575.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003065365.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003065385.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003324675.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003346815.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003355515.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003403095.1	o__Rhodospirillales	c__Alphaproteobacteria	0.0	0.0	0.0	1.0	1.0	0.0
soxc	GCF_003544815.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003544835.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003544855.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003544895.1	o__Rhodobacterales	c__Alphaproteobacteria	0.6	1.0	0.4	1.0	1.0	0.0
soxc	GCF_003544915.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003544935.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003568845.1	o__Azospirillales	c__Alphaproteobacteria	0.0	0.3	0.3	1.0	1.0	0.0
soxc	GCF_003574215.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxc	GCF_003660105.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_003966715.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxc	GCF_004006175.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_004114915.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxc	GCF_004214795.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_004214815.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_004299785.2	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_004684245.1	o__Deinococcales	c__Deinococci	0.2	0.2	0.0	0.2	0.2	0.0
soxc	GCF_005144885.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_005234135.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_006459125.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_007922615.2	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxc	GCF_007954405.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_008274805.1	o__Burkholderiales	c__Gammaproteobacteria	0.8	1.0	0.19999999999999996	0.8	1.0	0.19999999999999996
soxc	GCF_008630635.1	o__Pseudomonadales	c__Gammaproteobacteria	0.7	0.9	0.20000000000000007	0.7	1.0	0.30000000000000004
soxc	GCF_008728195.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_008932115.1	o__Rhizobiales	c__Alphaproteobacteria	0.6	1.0	0.4	0.7	1.0	0.30000000000000004
soxc	GCF_009650135.1	o__Pseudomonadales	c__Gammaproteobacteria	0.7	0.9	0.20000000000000007	0.7	1.0	0.30000000000000004
soxc	GCF_009746125.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxc	GCF_009762325.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_009789575.1	o__Rhizobiales	c__Alphaproteobacteria	0.7	1.0	0.30000000000000004	1.0	1.0	0.0
soxc	GCF_009910365.1	o__Pseudomonadales	c__Gammaproteobacteria	0.7	0.9	0.20000000000000007	0.7	1.0	0.30000000000000004
soxc	GCF_009938015.1	o__Burkholderiales	c__Gammaproteobacteria	0.1	1.0	0.9	0.2	1.0	0.8
soxc	GCF_010983895.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxc	GCF_011388215.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_011516645.4	o__Rhizobiales	c__Alphaproteobacteria	0.4	1.0	0.6	0.6	1.0	0.4
soxc	GCF_012932215.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxc	GCF_013003965.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013003985.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013004065.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013177635.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013177675.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013201625.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013201665.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013201705.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013201725.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013201825.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013201935.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013283835.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013307225.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013307245.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxc	GCF_013358405.1	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxc	GCF_013372265.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
